module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Algorithms.Ch14GaussJordanSPDCorollary	NumStability/Algorithms/Ch14GaussJordanSPDCorollary.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=35;declarations=35;doc_numbered_refs=26;doc_higham_refs=9;doc_book_refs=19;doc_display_refs=14;source_tier_imports=1	neutral_public_declarations=0;public_declarations=35;definitional_declarations=3;doc_generality_refs=2;reusable_tier_imports=2	35	3	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 35 of 35 public declarations carry a numbered locator or source process word (for example ch14ext_opNorm2_transpose_mul_self_eq). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14GaussJordanSourceClosure	NumStability/Algorithms/Ch14GaussJordanSourceClosure.lean	source	high	name_locator=Ch14;name_process_word=SourceClosure;located_declarations=54;declarations=54;doc_numbered_refs=6;doc_higham_refs=9;doc_book_refs=8;doc_display_refs=18;source_tier_imports=0	neutral_public_declarations=0;public_declarations=54;definitional_declarations=16;doc_generality_refs=0;reusable_tier_imports=2	54	2	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 54 of 54 public declarations carry a numbered locator or source process word (for example ch14ext_StateSatisfies). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14GaussJordanStep	NumStability/Algorithms/Ch14GaussJordanStep.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=14;declarations=14;doc_numbered_refs=2;doc_higham_refs=12;doc_book_refs=3;doc_display_refs=26;source_tier_imports=0	neutral_public_declarations=0;public_declarations=14;definitional_declarations=4;doc_generality_refs=1;reusable_tier_imports=2	14	2	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 14 of 14 public declarations carry a numbered locator or source process word (for example ch14ext_prod_three). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Method1BWhole	NumStability/Algorithms/Ch14Method1BWhole.lean	source	high	name_locator=Ch14;name_process_word=Whole;located_declarations=18;declarations=18;doc_numbered_refs=10;doc_higham_refs=19;doc_book_refs=1;doc_display_refs=22;source_tier_imports=0	neutral_public_declarations=0;public_declarations=15;definitional_declarations=4;doc_generality_refs=8;reusable_tier_imports=2	15	2	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 15 of 15 public declarations carry a numbered locator or source process word (for example ch14ext_m1b_temp). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Method2C	NumStability/Algorithms/Ch14Method2C.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=14;declarations=14;doc_numbered_refs=4;doc_higham_refs=8;doc_book_refs=1;doc_display_refs=4;source_tier_imports=0	neutral_public_declarations=0;public_declarations=11;definitional_declarations=3;doc_generality_refs=0;reusable_tier_imports=4	11	4	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 11 of 11 public declarations carry a numbered locator or source process word (for example ch14ext_method2C_temp). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Method2CWhole	NumStability/Algorithms/Ch14Method2CWhole.lean	source	high	name_locator=Ch14;name_process_word=Whole;located_declarations=11;declarations=11;doc_numbered_refs=13;doc_higham_refs=11;doc_book_refs=1;doc_display_refs=3;source_tier_imports=0	neutral_public_declarations=0;public_declarations=11;definitional_declarations=2;doc_generality_refs=5;reusable_tier_imports=2	11	2	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 11 of 11 public declarations carry a numbered locator or source process word (for example ch14ext_method2CInv). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Method2Loop	NumStability/Algorithms/Ch14Method2Loop.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=9;declarations=9;doc_numbered_refs=6;doc_higham_refs=7;doc_book_refs=0;doc_display_refs=7;source_tier_imports=0	neutral_public_declarations=0;public_declarations=9;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=5	9	5	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 9 of 9 public declarations carry a numbered locator or source process word (for example ch14ext_method2Inv). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 5 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14MethodDLeftResidual	NumStability/Algorithms/Ch14MethodDLeftResidual.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=5;declarations=5;doc_numbered_refs=0;doc_higham_refs=11;doc_book_refs=8;doc_display_refs=22;source_tier_imports=0	neutral_public_declarations=0;public_declarations=5;definitional_declarations=0;doc_generality_refs=12;reusable_tier_imports=6	5	6	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 5 of 5 public declarations carry a numbered locator or source process word (for example ch14ext_methodD_expanded_budget_eps). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14MethodDProductDischarge	NumStability/Algorithms/Ch14MethodDProductDischarge.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=5;declarations=5;doc_numbered_refs=0;doc_higham_refs=8;doc_book_refs=2;doc_display_refs=7;source_tier_imports=0	neutral_public_declarations=0;public_declarations=5;definitional_declarations=0;doc_generality_refs=2;reusable_tier_imports=1	5	1	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 5 of 5 public declarations carry a numbered locator or source process word (for example ch14ext_methodD_prod_error_flMatMul). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14MethodDUpperCertificate	NumStability/Algorithms/Ch14MethodDUpperCertificate.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=9;declarations=9;doc_numbered_refs=4;doc_higham_refs=9;doc_book_refs=3;doc_display_refs=10;source_tier_imports=0	neutral_public_declarations=0;public_declarations=9;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=2	9	2	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 9 of 9 public declarations carry a numbered locator or source process word (for example ch14ext_finRev). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14MethodsBC	NumStability/Algorithms/Ch14MethodsBC.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=55;declarations=55;doc_numbered_refs=2;doc_higham_refs=6;doc_book_refs=10;doc_display_refs=15;source_tier_imports=0	neutral_public_declarations=0;public_declarations=55;definitional_declarations=21;doc_generality_refs=4;reusable_tier_imports=4	55	4	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 55 of 55 public declarations carry a numbered locator or source process word (for example ch14ext_methodBUpperInverse). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Problem142	NumStability/Algorithms/Ch14Problem142.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=28;declarations=28;doc_numbered_refs=8;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=13;source_tier_imports=0	neutral_public_declarations=0;public_declarations=26;definitional_declarations=5;doc_generality_refs=10;reusable_tier_imports=3	26	3	plan_source_extraction	NumStability.Source.Higham.Chapter14	BLOCKLU_REFRESH_REQUIRED	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 26 of 26 public declarations carry a numbered locator or source process word (for example higham14_problem14_2_maxEntryNormRect_add_le). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.Ch14Problem142Families	NumStability/Algorithms/Ch14Problem142Families.lean	source	high	name_locator=Ch14;name_process_word=;located_declarations=33;declarations=33;doc_numbered_refs=1;doc_higham_refs=1;doc_book_refs=2;doc_display_refs=11;source_tier_imports=0	neutral_public_declarations=0;public_declarations=33;definitional_declarations=12;doc_generality_refs=0;reusable_tier_imports=3	33	3	plan_source_extraction	NumStability.Source.Higham.Chapter14	none	Numbered Higham Chapter 14 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 33 of 33 public declarations carry a numbered locator or source process word (for example Ch14RoundoffFamily). Proposed canonical destination NumStability.Source.Higham.Chapter14 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
